steps	episodes	elapsed	mean	median	stdev	max	min	average_q	average_loss	cumulative_steps	n_updates	rlen
14862	238	28.256717443466187	72.0	72.0	0.0	72.0	72.0	0.11766483	1.1605526469810865	14862	14363	14862
14902	239	28.32463502883911	72.0	72.0	0.0	72.0	72.0	0.9490158	1.2698178589041345	14902	14403	14902
14936	240	28.384395360946655	72.0	72.0	0.0	72.0	72.0	0.01389856	1.2714525643060914	14936	14437	14936
14977	241	28.453214406967163	72.0	72.0	0.0	72.0	72.0	0.67586464	1.2333416218589992	14977	14478	14977
15020	242	28.52518320083618	72.0	72.0	0.0	72.0	72.0	0.42505485	1.0898826932162047	15020	14521	15020
15058	243	28.58968949317932	72.0	72.0	0.0	72.0	72.0	0.31422985	1.151328196246177	15058	14559	15058
15109	244	28.67399525642395	72.0	72.0	0.0	72.0	72.0	0.49573174	1.256045224755071	15109	14610	15109
15145	245	28.737005710601807	72.0	72.0	0.0	72.0	72.0	0.0013637352	1.451879441253841	15145	14646	15145
15187	246	28.81028914451599	72.0	72.0	0.0	72.0	72.0	1.0881238	1.3679232980590315	15187	14688	15187
15239	247	28.903664112091064	72.0	72.0	0.0	72.0	72.0	-0.32219648	0.9789242940722034	15239	14740	15239
15271	248	28.95986580848694	72.0	72.0	0.0	72.0	72.0	0.18893954	1.0426008847774937	15271	14772	15271
15307	249	29.023091554641724	72.0	72.0	0.0	72.0	72.0	-0.026848022	1.1297075412329287	15307	14808	15307
15355	250	29.103374481201172	66.0	66.0	0.0	66.0	66.0	-0.07231126	1.2695889493776484	15355	14856	15355
15392	251	29.1684148311615	66.0	66.0	0.0	66.0	66.0	0.56007445	1.2638194992672651	15392	14893	15392
15442	252	29.252755641937256	66.0	66.0	0.0	66.0	66.0	-0.26902688	1.4837418657913803	15442	14943	15442
15494	253	29.341227293014526	66.0	66.0	0.0	66.0	66.0	0.97640896	1.357373182810843	15494	14995	15494
15552	254	29.43738842010498	64.0	64.0	0.0	64.0	64.0	1.1988609	1.288291735900566	15552	15053	15552
15597	255	29.514569759368896	64.0	64.0	0.0	64.0	64.0	1.2689941	1.2317911616712809	15597	15098	15597
15649	256	29.601643562316895	64.0	64.0	0.0	64.0	64.0	0.8825772	1.052453590799123	15649	15150	15649
15697	257	29.686309814453125	64.0	64.0	0.0	64.0	64.0	1.7137158	1.0965621097106486	15697	15198	15697
15779	258	30.086788415908813	-1000.0	-1000.0	0.0	-1000.0	-1000.0	1.900761	1.3307157141994685	15779	15280	15779
16779	259	31.637713193893433	-18.0	-18.0	0.0	-18.0	-18.0	-0.3443979	1.5986309149023146	16779	16280	16779
17779	260	33.407264709472656	-1000.0	-1000.0	0.0	-1000.0	-1000.0	-3.5789335	1.5331245321035385	17779	17280	17779
18779	261	35.20225524902344	-1000.0	-1000.0	0.0	-1000.0	-1000.0	-5.8269396	1.2885974102374167	18779	18280	18779
18859	262	35.33968901634216	66.0	66.0	0.0	66.0	66.0	-5.403626	1.3564339236775413	18859	18360	18859
18955	263	35.74418258666992	-1000.0	-1000.0	0.0	-1000.0	-1000.0	-5.718296	1.2925425757095217	18955	18456	18955
19045	264	35.89466404914856	66.0	66.0	0.0	66.0	66.0	-5.5423646	1.530918340086937	19045	18546	19045
19282	265	36.522074699401855	-1000.0	-1000.0	0.0	-1000.0	-1000.0	-5.8461113	1.3099723500711844	19282	18783	19282
19582	266	37.251789808273315	-1000.0	-1000.0	0.0	-1000.0	-1000.0	-6.3305597	1.0963306863885374	19582	19083	19582
19638	267	37.60374712944031	-1000.0	-1000.0	0.0	-1000.0	-1000.0	-6.4285393	0.9503990441118367	19638	19139	19638
19736	268	37.76484441757202	66.0	66.0	0.0	66.0	66.0	-6.434346	1.2667250169906765	19736	19237	19736
19779	269	38.09879779815674	-1000.0	-1000.0	0.0	-1000.0	-1000.0	-6.3148317	1.2127095830859616	19779	19280	19779
19835	270	38.438528537750244	-1000.0	-1000.0	0.0	-1000.0	-1000.0	-6.461213	1.358491348605603	19835	19336	19835
19927	271	38.83560538291931	-1000.0	-1000.0	0.0	-1000.0	-1000.0	-6.260586	1.253234267970547	19927	19428	19927
20013	272	38.978705644607544	66.0	66.0	0.0	66.0	66.0	-6.3501782	1.3113422043435277	20013	19514	20013
20097	273	39.11840033531189	66.0	66.0	0.0	66.0	66.0	-6.603723	1.1446181353460998	20097	19598	20097
20179	274	39.50365209579468	-1000.0	-1000.0	0.0	-1000.0	-1000.0	-6.4813585	1.2288327370164915	20179	19680	20179
20352	275	39.77332401275635	66.0	66.0	0.0	66.0	66.0	-5.95564	1.2484895603265613	20352	19853	20352
20395	276	39.84707689285278	66.0	66.0	0.0	66.0	66.0	-6.3212643	1.3506954469997436	20395	19896	20395
20465	277	40.21916580200195	-1000.0	-1000.0	0.0	-1000.0	-1000.0	-6.2416215	1.1589887756342068	20465	19966	20465
20535	278	40.3374924659729	66.0	66.0	0.0	66.0	66.0	-6.1768193	1.198249759208411	20535	20036	20535
20583	279	40.421911001205444	66.0	66.0	0.0	66.0	66.0	-6.16404	1.407250963547267	20583	20084	20583
20618	280	40.48621106147766	66.0	66.0	0.0	66.0	66.0	-6.1889663	1.3174118725350126	20618	20119	20618
20659	281	40.5573627948761	66.0	66.0	0.0	66.0	66.0	-6.0845428	0.9653357659233734	20659	20160	20659
20702	282	40.63232135772705	66.0	66.0	0.0	66.0	66.0	-6.177739	1.0673770451615565	20702	20203	20702
20760	283	40.73384761810303	66.0	66.0	0.0	66.0	66.0	-5.844162	1.4079909843718632	20760	20261	20760
20806	284	41.0671443939209	-1000.0	-1000.0	0.0	-1000.0	-1000.0	-5.7756424	1.5017033133050426	20806	20307	20806
20902	285	41.222147941589355	66.0	66.0	0.0	66.0	66.0	-6.696742	1.02145830553025	20902	20403	20902
21036	286	41.43545341491699	66.0	66.0	0.0	66.0	66.0	-6.407689	1.4726959594199434	21036	20537	21036
21092	287	41.53249669075012	66.0	66.0	0.0	66.0	66.0	-6.0867724	1.4314418479753659	21092	20593	21092
21134	288	41.60523986816406	66.0	66.0	0.0	66.0	66.0	-5.865542	1.338508238052018	21134	20635	21134
21214	289	41.73632788658142	66.0	66.0	0.0	66.0	66.0	-5.9671416	1.2546397926006465	21214	20715	21214
21268	290	41.83045482635498	66.0	66.0	0.0	66.0	66.0	-5.8469815	1.147725505300332	21268	20769	21268
21338	291	41.94717025756836	66.0	66.0	0.0	66.0	66.0	-6.200587	1.3205367321358061	21338	20839	21338
21430	292	42.110262870788574	66.0	66.0	0.0	66.0	66.0	-6.116495	1.190645011670422	21430	20931	21430
21485	293	42.20976758003235	66.0	66.0	0.0	66.0	66.0	-6.1076684	1.0351001107203774	21485	20986	21485
21543	294	42.310696840286255	66.0	66.0	0.0	66.0	66.0	-6.0063944	1.4653732784138993	21543	21044	21543
21602	295	42.41216468811035	66.0	66.0	0.0	66.0	66.0	-5.808522	1.4257506616134197	21602	21103	21602
21693	296	42.55975317955017	66.0	66.0	0.0	66.0	66.0	-6.1235023	0.8509133598767221	21693	21194	21693
21778	297	42.95054340362549	-1000.0	-1000.0	0.0	-1000.0	-1000.0	-6.28198	1.0726237677596508	21778	21279	21778
21997	298	43.30461668968201	66.0	66.0	0.0	66.0	66.0	-6.533682	1.351789371059276	21997	21498	21997
22065	299	43.41942548751831	66.0	66.0	0.0	66.0	66.0	-6.248071	1.1613748358679004	22065	21566	22065
22138	300	43.540175676345825	66.0	66.0	0.0	66.0	66.0	-5.943539	1.2802529037441126	22138	21639	22138
22217	301	43.6751754283905	66.0	66.0	0.0	66.0	66.0	-5.891372	1.3225194588676095	22217	21718	22217
22377	302	44.40353989601135	-1000.0	-1000.0	0.0	-1000.0	-1000.0	-5.810505	1.1283293901197613	22377	21878	22377
22461	303	44.54592037200928	66.0	66.0	0.0	66.0	66.0	-5.5747223	1.4617755307164044	22461	21962	22461
22529	304	44.66604232788086	66.0	66.0	0.0	66.0	66.0	-5.6605525	1.2648275206191466	22529	22030	22529
22625	305	44.83269786834717	66.0	66.0	0.0	66.0	66.0	-5.641651	1.027042475892231	22625	22126	22625
22715	306	44.991578340530396	66.0	66.0	0.0	66.0	66.0	-5.6836867	1.10554291783832	22715	22216	22715
22823	307	45.170782804489136	66.0	66.0	0.0	66.0	66.0	-5.453673	1.1437540670484305	22823	22324	22823
22866	308	45.250420570373535	66.0	66.0	0.0	66.0	66.0	-5.316325	1.1771884809387847	22866	22367	22866
22919	309	45.59346151351929	-1000.0	-1000.0	0.0	-1000.0	-1000.0	-5.5182333	1.0523332849051803	22919	22420	22919
22962	310	45.670660972595215	66.0	66.0	0.0	66.0	66.0	-5.7640705	1.1690275349421426	22962	22463	22962
23012	311	45.75553011894226	66.0	66.0	0.0	66.0	66.0	-5.2114887	1.2818079359270633	23012	22513	23012
23053	312	45.826786279678345	66.0	66.0	0.0	66.0	66.0	-5.5543365	1.2592332279402763	23053	22554	23053
23112	313	45.92775201797485	66.0	66.0	0.0	66.0	66.0	-5.3572707	1.3459222257463261	23112	22613	23112
23178	314	46.03730273246765	66.0	66.0	0.0	66.0	66.0	-5.2104445	1.224751425110735	23178	22679	23178
23221	315	46.11179566383362	66.0	66.0	0.0	66.0	66.0	-4.960487	1.3428468613047153	23221	22722	23221
23272	316	46.20002770423889	66.0	66.0	0.0	66.0	66.0	-5.173571	1.2377998391073197	23272	22773	23272
23328	317	46.29402184486389	66.0	66.0	0.0	66.0	66.0	-5.1095295	1.1718023212719708	23328	22829	23328
23386	318	46.39444541931152	66.0	66.0	0.0	66.0	66.0	-4.9265304	1.3968777820281684	23386	22887	23386
23469	319	46.53382992744446	66.0	66.0	0.0	66.0	66.0	-5.284447	1.4978632066724822	23469	22970	23469
23565	320	46.94503569602966	-1000.0	-1000.0	0.0	-1000.0	-1000.0	-5.587547	1.0074558201339097	23565	23066	23565
24565	321	48.49840044975281	66.0	66.0	0.0	66.0	66.0	-6.108991	1.3158490248350427	24565	24066	24565
24610	322	48.57777953147888	66.0	66.0	0.0	66.0	66.0	-6.3469925	1.3552274528471753	24610	24111	24610
24668	323	48.92664051055908	-1000.0	-1000.0	0.0	-1000.0	-1000.0	-5.6627207	1.0712894756020979	24668	24169	24668
24762	324	49.07800006866455	66.0	66.0	0.0	66.0	66.0	-5.745405	1.2273844331642614	24762	24263	24762
24801	325	49.404892921447754	-1000.0	-1000.0	0.0	-1000.0	-1000.0	-5.704847	1.2557352546439506	24801	24302	24801
24849	326	49.737722635269165	-1000.0	-1000.0	0.0	-1000.0	-1000.0	-5.630048	1.2282475047395565	24849	24350	24849
24971	327	49.93560338020325	66.0	66.0	0.0	66.0	66.0	-5.8267293	1.1235772724309936	24971	24472	24971
25027	328	50.42354464530945	-1000.0	-1000.0	0.0	-1000.0	-1000.0	-5.616661	1.2968630384793505	25027	24528	25027
25083	329	50.77240538597107	-1000.0	-1000.0	0.0	-1000.0	-1000.0	-5.824557	1.3504724594578148	25083	24584	25083
25164	330	50.90373969078064	66.0	66.0	0.0	66.0	66.0	-5.8263526	1.1831895760493354	25164	24665	25164
25232	331	51.26434946060181	-1000.0	-1000.0	0.0	-1000.0	-1000.0	-5.5524874	1.4157550265919416	25232	24733	25232
25397	332	51.52497053146362	66.0	66.0	0.0	66.0	66.0	-5.905827	1.1687325702561067	25397	24898	25397
25482	333	51.920912742614746	-1000.0	-1000.0	0.0	-1000.0	-1000.0	-5.733651	1.1960992009192706	25482	24983	25482
26319	334	53.23042869567871	66.0	66.0	0.0	66.0	66.0	-6.0958905	0.9246444310201332	26319	25820	26319
26478	335	53.49174523353577	66.0	66.0	0.0	66.0	66.0	-6.2396955	1.3057493451144546	26478	25979	26478
26515	336	53.56150245666504	66.0	66.0	0.0	66.0	66.0	-6.281492	0.9957478696294129	26515	26016	26515
26556	337	53.892271995544434	-1000.0	-1000.0	0.0	-1000.0	-1000.0	-6.236072	0.8327015712391586	26556	26057	26556
26611	338	53.986658334732056	66.0	66.0	0.0	66.0	66.0	-6.5030684	0.9302747793821617	26611	26112	26611
26851	339	54.37852191925049	66.0	66.0	0.0	66.0	66.0	-6.101765	0.7893663998041301	26851	26352	26851
26892	340	54.45113158226013	66.0	66.0	0.0	66.0	66.0	-5.6974063	0.8422762535186484	26892	26393	26892
27100	341	54.78146839141846	66.0	66.0	0.0	66.0	66.0	-6.118659	1.0855247394368053	27100	26601	27100
27264	342	55.29393029212952	-1000.0	-1000.0	0.0	-1000.0	-1000.0	-5.735063	0.9489541482925415	27264	26765	27264
27499	343	55.664010763168335	66.0	66.0	0.0	66.0	66.0	-5.5178466	1.144994656443596	27499	27000	27499
27553	344	55.757569551467896	66.0	66.0	0.0	66.0	66.0	-5.965206	1.038067516842857	27553	27054	27553
27615	345	56.12078046798706	-1000.0	-1000.0	0.0	-1000.0	-1000.0	-5.700134	0.7734512501442805	27615	27116	27615
27708	346	56.60140872001648	-1000.0	-1000.0	0.0	-1000.0	-1000.0	-5.9461884	0.7319085058383643	27708	27209	27708
27773	347	56.710556745529175	66.0	66.0	0.0	66.0	66.0	-6.015546	1.021654084175825	27773	27274	27773
27845	348	57.08282160758972	-1000.0	-1000.0	0.0	-1000.0	-1000.0	-5.808879	1.3312335681682452	27845	27346	27845
27889	349	57.410863399505615	-1000.0	-1000.0	0.0	-1000.0	-1000.0	-6.209444	1.2132131273439155	27889	27390	27889
27945	350	57.50634813308716	66.0	66.0	0.0	66.0	66.0	-6.0149984	0.9983002411853522	27945	27446	27945
28096	351	57.74200391769409	66.0	66.0	0.0	66.0	66.0	-6.114078	1.0809918412240223	28096	27597	28096
28139	352	57.82208442687988	66.0	66.0	0.0	66.0	66.0	-5.9473825	1.1858440164010973	28139	27640	28139
28181	353	57.897281646728516	66.0	66.0	0.0	66.0	66.0	-6.1707106	1.4131401574704796	28181	27682	28181
28233	354	57.98522734642029	66.0	66.0	0.0	66.0	66.0	-5.8430767	1.322249887031503	28233	27734	28233
28289	355	58.32687067985535	-1000.0	-1000.0	0.0	-1000.0	-1000.0	-5.9915166	1.081941320579499	28289	27790	28289
28344	356	58.67313075065613	-1000.0	-1000.0	0.0	-1000.0	-1000.0	-5.9254775	1.33726482196711	28344	27845	28344
28417	357	58.79445219039917	66.0	66.0	0.0	66.0	66.0	-6.1728578	1.1168864141404629	28417	27918	28417
28488	358	59.16201901435852	-1000.0	-1000.0	0.0	-1000.0	-1000.0	-6.139215	1.6041766766179353	28488	27989	28488
28649	359	59.41809916496277	66.0	66.0	0.0	66.0	66.0	-6.067628	1.199299521893263	28649	28150	28649
28718	360	59.53823232650757	66.0	66.0	0.0	66.0	66.0	-6.206092	1.0242302491189912	28718	28219	28718
28770	361	59.62671995162964	66.0	66.0	0.0	66.0	66.0	-6.2250175	1.0170831675827503	28770	28271	28770
28842	362	59.746225118637085	66.0	66.0	0.0	66.0	66.0	-5.913872	1.0703136092959904	28842	28343	28842
28888	363	59.83424687385559	66.0	66.0	0.0	66.0	66.0	-5.5964303	1.1837673824490047	28888	28389	28888
28930	364	59.90790820121765	66.0	66.0	0.0	66.0	66.0	-5.8808928	1.3637771191901993	28930	28431	28930
28980	365	59.99488663673401	66.0	66.0	0.0	66.0	66.0	-5.5774527	1.2738113910786342	28980	28481	28980
29027	366	60.08210515975952	66.0	66.0	0.0	66.0	66.0	-5.90353	1.247145292025525	29027	28528	29027
29072	367	60.16204571723938	66.0	66.0	0.0	66.0	66.0	-5.824067	1.1407738809124566	29072	28573	29072
29126	368	60.25498867034912	66.0	66.0	0.0	66.0	66.0	-5.9657893	1.0680264070164411	29126	28627	29126
29198	369	60.37324666976929	66.0	66.0	0.0	66.0	66.0	-5.455695	1.4244067220343277	29198	28699	29198
29245	370	60.45679569244385	66.0	66.0	0.0	66.0	66.0	-5.296252	1.3003701745020226	29245	28746	29245
29280	371	60.53458881378174	66.0	66.0	0.0	66.0	66.0	-5.4046826	1.3922697736416012	29280	28781	29280
29355	372	60.65595722198486	66.0	66.0	0.0	66.0	66.0	-5.7905793	1.055123213455081	29355	28856	29355
29405	373	60.7426483631134	66.0	66.0	0.0	66.0	66.0	-6.0660625	0.5974807339627296	29405	28906	29405
29453	374	60.828771352767944	66.0	66.0	0.0	66.0	66.0	-6.4720416	0.7883035209495575	29453	28954	29453
29492	375	60.90200090408325	66.0	66.0	0.0	66.0	66.0	-5.8163404	0.8821900406759232	29492	28993	29492
29539	376	60.98418974876404	66.0	66.0	0.0	66.0	66.0	-5.976449	0.9398449543863535	29539	29040	29539
29606	377	61.095709800720215	66.0	66.0	0.0	66.0	66.0	-6.1592646	0.9715867810230702	29606	29107	29606
29659	378	61.4364013671875	-1000.0	-1000.0	0.0	-1000.0	-1000.0	-5.911916	1.1037530706264078	29659	29160	29659
29827	379	61.70078420639038	66.0	66.0	0.0	66.0	66.0	-5.7754755	1.1403456425433978	29827	29328	29827
29873	380	61.77997422218323	66.0	66.0	0.0	66.0	66.0	-5.325578	1.2652739625098184	29873	29374	29873
29920	381	61.86353540420532	66.0	66.0	0.0	66.0	66.0	-5.26783	1.3778013602271677	29920	29421	29920
30000	382	61.993213415145874	66.0	66.0	0.0	66.0	66.0	-5.5299153	1.2423013490438461	30000	29501	30000
30048	383	62.07435894012451	66.0	66.0	0.0	66.0	66.0	-5.236589	1.4773259093239903	30048	29549	30048
30098	384	62.15949606895447	66.0	66.0	0.0	66.0	66.0	-5.678794	1.2674788288213312	30098	29599	30098
30158	385	62.52644658088684	-1000.0	-1000.0	0.0	-1000.0	-1000.0	-5.418231	0.929926329688169	30158	29659	30158
30212	386	62.61986780166626	66.0	66.0	0.0	66.0	66.0	-5.5102706	1.0799644718505441	30212	29713	30212
30258	387	62.70221018791199	66.0	66.0	0.0	66.0	66.0	-4.9323373	0.9950446645682678	30258	29759	30258
30320	388	62.80686092376709	66.0	66.0	0.0	66.0	66.0	-5.050823	0.9487555622123182	30320	29821	30320
30367	389	62.88954162597656	66.0	66.0	0.0	66.0	66.0	-5.421172	1.0935637457622216	30367	29868	30367
30418	390	62.97684049606323	66.0	66.0	0.0	66.0	66.0	-5.152751	1.1379772426886483	30418	29919	30418
30469	391	63.06277632713318	66.0	66.0	0.0	66.0	66.0	-5.412275	0.9256582416500896	30469	29970	30469
30519	392	63.14762544631958	66.0	66.0	0.0	66.0	66.0	-5.283087	1.0761576694948598	30519	30020	30519
30565	393	63.47509980201721	-1000.0	-1000.0	0.0	-1000.0	-1000.0	-5.265404	1.1084536232752726	30565	30066	30565
30707	394	63.69517803192139	66.0	66.0	0.0	66.0	66.0	-5.7009697	1.1138208424067124	30707	30208	30707
30757	395	63.78019714355469	66.0	66.0	0.0	66.0	66.0	-5.442958	1.0307604667637498	30757	30258	30757
30804	396	63.863184452056885	66.0	66.0	0.0	66.0	66.0	-5.4853907	0.9322983565693721	30804	30305	30804
30871	397	63.97345805168152	66.0	66.0	0.0	66.0	66.0	-5.1701345	0.8763805309543387	30871	30372	30871
30920	398	64.06588673591614	66.0	66.0	0.0	66.0	66.0	-5.168573	1.079613048369065	30920	30421	30920
31017	399	64.2232985496521	66.0	66.0	0.0	66.0	66.0	-5.400967	1.0682338450662792	31017	30518	31017
31060	400	64.29827046394348	66.0	66.0	0.0	66.0	66.0	-5.436316	1.026684986995533	31060	30561	31060
31114	401	64.38773560523987	66.0	66.0	0.0	66.0	66.0	-5.5436287	1.2361583392508328	31114	30615	31114
31159	402	64.46692967414856	66.0	66.0	0.0	66.0	66.0	-5.4810753	1.260310152033344	31159	30660	31159
31223	403	64.57536053657532	66.0	66.0	0.0	66.0	66.0	-5.298949	0.9189068047795445	31223	30724	31223
31272	404	64.65756750106812	66.0	66.0	0.0	66.0	66.0	-5.4824347	0.9620321689220145	31272	30773	31272
31319	405	64.73751974105835	66.0	66.0	0.0	66.0	66.0	-5.5516005	1.2864661754248663	31319	30820	31319
31369	406	64.8215720653534	66.0	66.0	0.0	66.0	66.0	-5.331356	1.4144383153924718	31369	30870	31369
31414	407	64.89789724349976	66.0	66.0	0.0	66.0	66.0	-5.2201095	1.3248641912825405	31414	30915	31414
31468	408	65.23778176307678	-1000.0	-1000.0	0.0	-1000.0	-1000.0	-5.6467657	1.0295037015434354	31468	30969	31468
31523	409	65.32958626747131	66.0	66.0	0.0	66.0	66.0	-5.444842	0.9925390608329326	31523	31024	31523
31573	410	65.4158034324646	66.0	66.0	0.0	66.0	66.0	-5.583559	0.9243124048225582	31573	31074	31573
31628	411	65.50916600227356	66.0	66.0	0.0	66.0	66.0	-5.0590105	1.0630069128097965	31628	31129	31628
31684	412	65.60452961921692	66.0	66.0	0.0	66.0	66.0	-5.1934857	1.0330467370711267	31684	31185	31684
31723	413	65.6719536781311	66.0	66.0	0.0	66.0	66.0	-4.4259944	1.1031393242441119	31723	31224	31723
31773	414	65.75979900360107	66.0	66.0	0.0	66.0	66.0	-5.123984	1.227883792594075	31773	31274	31773
31832	415	65.85852670669556	66.0	66.0	0.0	66.0	66.0	-5.117626	1.116940239686519	31832	31333	31832
31871	416	65.92606592178345	66.0	66.0	0.0	66.0	66.0	-4.4752197	1.3124409368075431	31871	31372	31871
31925	417	66.01550841331482	66.0	66.0	0.0	66.0	66.0	-4.8006406	1.1850498161930592	31925	31426	31925
31991	418	66.12554955482483	66.0	66.0	0.0	66.0	66.0	-4.289001	1.4015327813010663	31991	31492	31991
32050	419	66.223459482193	66.0	66.0	0.0	66.0	66.0	-4.8902164	1.3923226723074913	32050	31551	32050
32110	420	66.32526803016663	66.0	66.0	0.0	66.0	66.0	-4.3139896	1.1370006146840752	32110	31611	32110
32163	421	66.41634821891785	66.0	66.0	0.0	66.0	66.0	-4.44073	1.2561020780168475	32163	31664	32163
32223	422	66.51655459403992	66.0	66.0	0.0	66.0	66.0	-4.73987	1.1341607487667351	32223	31724	32223
32271	423	66.59847211837769	66.0	66.0	0.0	66.0	66.0	-4.8792396	0.8217631090059876	32271	31772	32271
32323	424	66.68814635276794	66.0	66.0	0.0	66.0	66.0	-4.3943233	0.9884017934696749	32323	31824	32323
32368	425	66.76669788360596	66.0	66.0	0.0	66.0	66.0	-4.6615725	1.2413896146044134	32368	31869	32368
32445	426	66.89690113067627	66.0	66.0	0.0	66.0	66.0	-4.9426327	0.9275372496200726	32445	31946	32445
32499	427	66.98822164535522	67.0	67.0	0.0	67.0	67.0	-4.807951	1.0994556281808763	32499	32000	32499
32548	428	67.0740852355957	66.0	66.0	0.0	66.0	66.0	-4.8017015	0.9758123988891021	32548	32049	32548
32593	429	67.15131115913391	66.0	66.0	0.0	66.0	66.0	-4.394004	0.9672065039630979	32593	32094	32593
32649	430	67.24535918235779	66.0	66.0	0.0	66.0	66.0	-4.774989	1.0171951354388147	32649	32150	32649
32696	431	67.327552318573	66.0	66.0	0.0	66.0	66.0	-4.5467176	0.8749241825938224	32696	32197	32696
32750	432	67.41797089576721	66.0	66.0	0.0	66.0	66.0	-4.4266863	0.9664970074314624	32750	32251	32750
32808	433	67.51429319381714	66.0	66.0	0.0	66.0	66.0	-4.494109	1.1584450315125288	32808	32309	32808
32849	434	67.83424520492554	-1000.0	-1000.0	0.0	-1000.0	-1000.0	-4.243579	1.3480139101017266	32849	32350	32849
32905	435	67.92657685279846	66.0	66.0	0.0	66.0	66.0	-4.215199	1.3966438972298056	32905	32406	32905
32958	436	68.02196717262268	66.0	66.0	0.0	66.0	66.0	-4.7468376	1.209442988433875	32958	32459	32958
33012	437	68.11887669563293	66.0	66.0	0.0	66.0	66.0	-4.2207756	0.9937820700882003	33012	32513	33012
33238	438	68.4739601612091	66.0	66.0	0.0	66.0	66.0	-4.01701	1.1327734697330742	33238	32739	33238
33288	439	68.5632004737854	66.0	66.0	0.0	66.0	66.0	-4.2670274	1.1073923061415554	33288	32789	33288
33332	440	68.64414167404175	66.0	66.0	0.0	66.0	66.0	-4.564185	0.920919402083382	33332	32833	33332
33386	441	68.7357234954834	66.0	66.0	0.0	66.0	66.0	-4.3396025	0.7987100657355041	33386	32887	33386
33438	442	68.82542037963867	66.0	66.0	0.0	66.0	66.0	-4.166246	1.0383216284960508	33438	32939	33438
33483	443	68.90388345718384	66.0	66.0	0.0	66.0	66.0	-4.427559	1.1074558479897678	33483	32984	33483
33527	444	68.98126888275146	66.0	66.0	0.0	66.0	66.0	-4.835385	1.0353966051153838	33527	33028	33527
33581	445	69.07199358940125	66.0	66.0	0.0	66.0	66.0	-4.753663	0.6580515960836784	33581	33082	33581
33620	446	69.13963150978088	66.0	66.0	0.0	66.0	66.0	-4.451211	0.5560745015228167	33620	33121	33620
33668	447	69.22051572799683	66.0	66.0	0.0	66.0	66.0	-4.6399736	0.8204602041374892	33668	33169	33668
33714	448	69.30154395103455	66.0	66.0	0.0	66.0	66.0	-4.1073427	0.9687422921601683	33714	33215	33714
33761	449	69.38268256187439	66.0	66.0	0.0	66.0	66.0	-4.4175897	0.8893965901806951	33761	33262	33761
33807	450	69.46272492408752	66.0	66.0	0.0	66.0	66.0	-3.9787846	0.8903119101701304	33807	33308	33807
33863	451	69.56014800071716	66.0	66.0	0.0	66.0	66.0	-4.11204	1.0374894315144048	33863	33364	33863
33911	452	69.646413564682	66.0	66.0	0.0	66.0	66.0	-3.741977	0.8721790927741676	33911	33412	33911
33971	453	69.74749612808228	66.0	66.0	0.0	66.0	66.0	-3.4575396	0.9852938937209547	33971	33472	33971
34015	454	69.8276219367981	66.0	66.0	0.0	66.0	66.0	-3.581393	1.086626239339821	34015	33516	34015
34069	455	69.92342472076416	66.0	66.0	0.0	66.0	66.0	-3.7437341	1.2088756604027002	34069	33570	34069
34114	456	70.0022885799408	66.0	66.0	0.0	66.0	66.0	-3.443937	1.3635510201565921	34114	33615	34114
34155	457	70.07547807693481	66.0	66.0	0.0	66.0	66.0	-3.8431747	1.052392661543563	34155	33656	34155
34214	458	70.17396092414856	66.0	66.0	0.0	66.0	66.0	-4.2855434	0.8069453535601496	34214	33715	34214
34268	459	70.27021336555481	66.0	66.0	0.0	66.0	66.0	-3.5361035	0.8842253923602402	34268	33769	34268
34312	460	70.35306763648987	66.0	66.0	0.0	66.0	66.0	-3.657942	1.104647113904357	34312	33813	34312
34376	461	70.45968556404114	66.0	66.0	0.0	66.0	66.0	-3.7030609	1.010090142423287	34376	33877	34376
34434	462	70.5566782951355	66.0	66.0	0.0	66.0	66.0	-3.1595979	1.118078651521355	34434	33935	34434
34480	463	70.63726854324341	66.0	66.0	0.0	66.0	66.0	-3.1579301	0.9438860319834202	34480	33981	34480
34530	464	70.72290515899658	66.0	66.0	0.0	66.0	66.0	-3.3913548	0.8612139962613583	34530	34031	34530
34579	465	70.80658149719238	66.0	66.0	0.0	66.0	66.0	-3.3191793	1.3173670502519235	34579	34080	34579
34637	466	70.90470170974731	66.0	66.0	0.0	66.0	66.0	-2.763061	1.2435608573257924	34637	34138	34637
34678	467	70.9776873588562	66.0	66.0	0.0	66.0	66.0	-3.8290415	0.9915550955897197	34678	34179	34678
34733	468	71.07361888885498	66.0	66.0	0.0	66.0	66.0	-3.869533	0.8487930888775737	34733	34234	34733
34785	469	71.16229057312012	66.0	66.0	0.0	66.0	66.0	-4.2333117	0.7179812218016014	34785	34286	34785
34841	470	71.25813174247742	66.0	66.0	0.0	66.0	66.0	-3.9237747	0.7675255443202331	34841	34342	34841
34897	471	71.35360026359558	66.0	66.0	0.0	66.0	66.0	-3.4350395	0.891042224331759	34897	34398	34897
34949	472	71.44235563278198	66.0	66.0	0.0	66.0	66.0	-3.5336528	0.8684537270618603	34949	34450	34949
34992	473	71.51736783981323	66.0	66.0	0.0	66.0	66.0	-3.663508	0.8536004139250144	34992	34493	34992
35045	474	71.60789966583252	66.0	66.0	0.0	66.0	66.0	-3.296632	1.1343940533138812	35045	34546	35045
35095	475	71.69300889968872	66.0	66.0	0.0	66.0	66.0	-3.208017	1.0537077206280083	35095	34596	35095
